Organization legal name or 'doing business as' name,Group PAC ID,State,Measure Identifier,Measure Title,Measure Performance Rate,Denominator Count,Footnote
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,196,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_10,Between visit communication.,58,137,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_2,How well clinicians communicate.,,,4
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_3,Patients' rating of clinicians.,76,186,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_5,Health promotion and education.,57,206,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_8,Courteous and helpful office staff.,90,189,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_9,Clinicians working together for your care.,73,208,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,253,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_10,Between visit communication.,56,170,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_12,Attention to patient medicine cost.,33,265,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_2,How well clinicians communicate.,83,253,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_3,Patients' rating of clinicians.,78,253,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_5,Health promotion and education.,61,271,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_8,Courteous and helpful office staff.,83,254,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_9,Clinicians working together for your care.,73,271,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,219,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_10,Between visit communication.,61,134,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_12,Attention to patient medicine cost.,30,219,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_2,How well clinicians communicate.,84,217,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,79,212,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_5,Health promotion and education.,65,228,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,73,213,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_9,Clinicians working together for your care.,74,229,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,247,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_10,Between visit communication.,63,166,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_12,Attention to patient medicine cost.,28,248,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_2,How well clinicians communicate.,88,251,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_3,Patients' rating of clinicians.,86,235,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_5,Health promotion and education.,56,263,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_8,Courteous and helpful office staff.,92,237,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_9,Clinicians working together for your care.,83,264,
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_10,Between visit communication.,,,4
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_2,How well clinicians communicate.,,,4
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_5,Health promotion and education.,65,159,
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_8,Courteous and helpful office staff.,82,129,
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,9133423304,MN,CAHPS_GRP_9,Clinicians working together for your care.,,,4
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",52,253,
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_10,Between visit communication.,67,138,
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_12,Attention to patient medicine cost.,21,271,
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_2,How well clinicians communicate.,81,255,
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_3,Patients' rating of clinicians.,78,233,
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_5,Health promotion and education.,58,285,
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_8,Courteous and helpful office staff.,82,236,
SCRIPPS HEALTH,9234033853,CA,CAHPS_GRP_9,Clinicians working together for your care.,73,281,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,252,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_10,Between visit communication.,64,165,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_12,Attention to patient medicine cost.,16,281,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_2,How well clinicians communicate.,80,253,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_3,Patients' rating of clinicians.,75,237,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_5,Health promotion and education.,63,293,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_8,Courteous and helpful office staff.,81,241,
PRESBYTERIAN HEALTHCARE SERVICES,9234041708,NM,CAHPS_GRP_9,Clinicians working together for your care.,73,289,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,269,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_10,Between visit communication.,61,116,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_12,Attention to patient medicine cost.,27,274,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_2,How well clinicians communicate.,81,268,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_3,Patients' rating of clinicians.,79,264,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_5,Health promotion and education.,63,286,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_8,Courteous and helpful office staff.,89,266,
RIDGEVIEW MEDICAL CENTER,9234041997,MN,CAHPS_GRP_9,Clinicians working together for your care.,76,284,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,351,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_10,Between visit communication.,57,251,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_12,Attention to patient medicine cost.,37,362,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_2,How well clinicians communicate.,81,352,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_3,Patients' rating of clinicians.,80,328,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_5,Health promotion and education.,63,379,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_8,Courteous and helpful office staff.,87,329,
OVERLAND PARK SURGICAL SPECIALTIES LLC,9234318502,KS,CAHPS_GRP_9,Clinicians working together for your care.,78,377,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,237,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_10,Between visit communication.,53,153,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_12,Attention to patient medicine cost.,23,253,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_2,How well clinicians communicate.,87,236,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_3,Patients' rating of clinicians.,82,223,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_5,Health promotion and education.,68,260,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_8,Courteous and helpful office staff.,85,224,
WILLIAM BEAUMONT HOSPITAL,9335051093,MI,CAHPS_GRP_9,Clinicians working together for your care.,75,258,
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,187,
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_10,Between visit communication.,67,115,
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_12,Attention to patient medicine cost.,24,206,
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_2,How well clinicians communicate.,,,4
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_5,Health promotion and education.,57,219,
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_8,Courteous and helpful office staff.,77,186,
ASCENSION SACRED HEART-ST MARY'S HOSPITALS INC,9335059856,WI,CAHPS_GRP_9,Clinicians working together for your care.,76,217,
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_10,Between visit communication.,,,4
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_2,How well clinicians communicate.,,,4
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_3,Patients' rating of clinicians.,87,105,
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_5,Health promotion and education.,,,4
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
"EL PASO CARDIOLOGY ASSOCIATES, P.A.",9335130137,TX,CAHPS_GRP_9,Clinicians working together for your care.,,,4
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",69,281,
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_10,Between visit communication.,57,219,
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_12,Attention to patient medicine cost.,33,285,
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_2,How well clinicians communicate.,89,283,
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_3,Patients' rating of clinicians.,87,283,
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_5,Health promotion and education.,69,308,
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_8,Courteous and helpful office staff.,94,285,
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,9436054798,KS,CAHPS_GRP_9,Clinicians working together for your care.,83,306,
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,197,
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_10,Between visit communication.,53,133,
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_12,Attention to patient medicine cost.,22,205,
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_2,How well clinicians communicate.,,,4
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_3,Patients' rating of clinicians.,77,185,
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_5,Health promotion and education.,61,215,
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
THE UNITY HOSPITAL OF ROCHESTER,9436060969,NY,CAHPS_GRP_9,Clinicians working together for your care.,70,216,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,258,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_10,Between visit communication.,55,187,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_12,Attention to patient medicine cost.,17,268,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_2,How well clinicians communicate.,85,259,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_3,Patients' rating of clinicians.,82,242,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_5,Health promotion and education.,65,283,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_8,Courteous and helpful office staff.,87,247,
YALE UNIVERSITY,9436061736,CT,CAHPS_GRP_9,Clinicians working together for your care.,75,277,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,345,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_10,Between visit communication.,53,259,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_12,Attention to patient medicine cost.,24,331,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_2,How well clinicians communicate.,81,345,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_3,Patients' rating of clinicians.,78,337,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_5,Health promotion and education.,56,357,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_8,Courteous and helpful office staff.,81,344,
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296,AL,CAHPS_GRP_9,Clinicians working together for your care.,78,354,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,331,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_10,Between visit communication.,67,203,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_12,Attention to patient medicine cost.,33,313,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_2,How well clinicians communicate.,86,329,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_3,Patients' rating of clinicians.,83,327,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_5,Health promotion and education.,58,339,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_8,Courteous and helpful office staff.,85,329,
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496,OK,CAHPS_GRP_9,Clinicians working together for your care.,78,341,
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,58,
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_10,Between visit communication.,,,4
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_2,How well clinicians communicate.,,,4
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_5,Health promotion and education.,,,4
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
"ASSOCIATES IN FAMILY MEDICINE, P.A.",9436128980,KS,CAHPS_GRP_9,Clinicians working together for your care.,,,4
NCHMD INC,9436139565,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,269,
NCHMD INC,9436139565,FL,CAHPS_GRP_10,Between visit communication.,53,141,
NCHMD INC,9436139565,FL,CAHPS_GRP_12,Attention to patient medicine cost.,30,294,
NCHMD INC,9436139565,FL,CAHPS_GRP_2,How well clinicians communicate.,84,270,
NCHMD INC,9436139565,FL,CAHPS_GRP_3,Patients' rating of clinicians.,77,254,
NCHMD INC,9436139565,FL,CAHPS_GRP_5,Health promotion and education.,62,305,
NCHMD INC,9436139565,FL,CAHPS_GRP_8,Courteous and helpful office staff.,76,255,
NCHMD INC,9436139565,FL,CAHPS_GRP_9,Clinicians working together for your care.,74,306,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,293,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_10,Between visit communication.,47,216,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_12,Attention to patient medicine cost.,30,301,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_2,How well clinicians communicate.,84,293,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_3,Patients' rating of clinicians.,80,276,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_5,Health promotion and education.,58,314,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_8,Courteous and helpful office staff.,84,277,
BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,9436159712,NC,CAHPS_GRP_9,Clinicians working together for your care.,78,315,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,321,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_10,Between visit communication.,48,174,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_12,Attention to patient medicine cost.,24,323,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_2,How well clinicians communicate.,82,319,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_3,Patients' rating of clinicians.,79,287,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_5,Health promotion and education.,62,336,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_8,Courteous and helpful office staff.,85,287,
UW MEDICINE NORTHWEST PHYSICIANS,9436392966,WA,CAHPS_GRP_9,Clinicians working together for your care.,76,335,
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_10,Between visit communication.,,,4
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_2,How well clinicians communicate.,,,4
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_3,Patients' rating of clinicians.,84,94,
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_5,Health promotion and education.,,,4
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
ORLANDO HEALTH PHYSICIAN GROUP INC,9537059084,FL,CAHPS_GRP_9,Clinicians working together for your care.,,,4
MVHE INC,9537066584,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,315,
MVHE INC,9537066584,OH,CAHPS_GRP_10,Between visit communication.,55,184,
MVHE INC,9537066584,OH,CAHPS_GRP_12,Attention to patient medicine cost.,26,329,
MVHE INC,9537066584,OH,CAHPS_GRP_2,How well clinicians communicate.,86,314,
MVHE INC,9537066584,OH,CAHPS_GRP_3,Patients' rating of clinicians.,84,313,
MVHE INC,9537066584,OH,CAHPS_GRP_5,Health promotion and education.,55,338,
MVHE INC,9537066584,OH,CAHPS_GRP_8,Courteous and helpful office staff.,85,318,
MVHE INC,9537066584,OH,CAHPS_GRP_9,Clinicians working together for your care.,77,340,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,306,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_10,Between visit communication.,59,225,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_12,Attention to patient medicine cost.,27,314,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_2,How well clinicians communicate.,81,306,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_3,Patients' rating of clinicians.,80,292,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_5,Health promotion and education.,64,327,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_8,Courteous and helpful office staff.,84,293,
FORSYTH MEMORIAL HOSPITAL INC,9537071790,NC,CAHPS_GRP_9,Clinicians working together for your care.,80,324,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,262,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_10,Between visit communication.,57,175,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_12,Attention to patient medicine cost.,23,286,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_2,How well clinicians communicate.,81,263,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_3,Patients' rating of clinicians.,75,246,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_5,Health promotion and education.,57,298,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_8,Courteous and helpful office staff.,84,248,
PEACEHEALTH,9537073960,WA,CAHPS_GRP_9,Clinicians working together for your care.,75,294,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",49,298,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_10,Between visit communication.,60,159,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_12,Attention to patient medicine cost.,32,324,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_2,How well clinicians communicate.,85,297,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_3,Patients' rating of clinicians.,80,275,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_5,Health promotion and education.,61,337,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_8,Courteous and helpful office staff.,81,277,
SHAWNEE MISSION MEDICAL CENTER INC,9537119037,KS,CAHPS_GRP_9,Clinicians working together for your care.,77,332,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,292,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_10,Between visit communication.,60,199,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_12,Attention to patient medicine cost.,22,318,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_2,How well clinicians communicate.,79,293,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_3,Patients' rating of clinicians.,72,280,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_5,Health promotion and education.,55,334,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_8,Courteous and helpful office staff.,86,284,
OLYMPIC MEDICAL PHYSICIANS,9537172358,WA,CAHPS_GRP_9,Clinicians working together for your care.,76,329,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,275,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_10,Between visit communication.,66,180,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_12,Attention to patient medicine cost.,19,277,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_2,How well clinicians communicate.,82,275,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_3,Patients' rating of clinicians.,78,261,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_5,Health promotion and education.,52,298,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_8,Courteous and helpful office staff.,80,263,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_9,Clinicians working together for your care.,78,299,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,306,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_10,Between visit communication.,46,199,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_12,Attention to patient medicine cost.,27,308,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_2,How well clinicians communicate.,84,308,
