Group Name,Group PAC ID,Measure Performance Rate,Measure Title,State,Year
MAYO CLINIC HEALTH SYSTEM-FAIRMONT,4981694981,,Health promotion and education.,,2015
MAYO CLINIC HEALTH SYSTEM-FAIRMONT,4981694981,82.0,Courteous and helpful office staff.,,2015
MAYO CLINIC HEALTH SYSTEM-FAIRMONT,4981694981,,Clinicians working together for your care.,,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,,"Getting timely care, appointments, and information.",,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,64.0,Between visit communication.,,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,32.0,Attention to patient medication cost.,,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,,How well clinicians communicate.,,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,,Patients' rating of clinicians.,,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,67.0,Health promotion and education.,,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,78.0,Courteous and helpful office staff.,,2015
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER-FACILITY-PHYSICIAN,4981699220,78.0,Clinicians working together for your care.,,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,53.0,"Getting timely care, appointments, and information.",,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,48.0,Between visit communication.,,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,34.0,Attention to patient medication cost.,,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,79.0,How well clinicians communicate.,,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,75.0,Patients' rating of clinicians.,,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,59.0,Health promotion and education.,,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,77.0,Courteous and helpful office staff.,,2015
LUTHERAN MEDICAL GROUP LLC,4981751617,68.0,Clinicians working together for your care.,,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,,"Getting timely care, appointments, and information.",,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,68.0,Between visit communication.,,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,23.0,Attention to patient medication cost.,,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,,How well clinicians communicate.,,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,,Patients' rating of clinicians.,,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,69.0,Health promotion and education.,,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,85.0,Courteous and helpful office staff.,,2015
UNIVERSITY OF NEW MEXICO MEDICAL GROUP,4981795267,73.0,Clinicians working together for your care.,,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,64.0,"Getting timely care, appointments, and information.",,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,49.0,Between visit communication.,,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,17.0,Attention to patient medication cost.,,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,80.0,How well clinicians communicate.,,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,75.0,Patients' rating of clinicians.,,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,56.0,Health promotion and education.,,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,83.0,Courteous and helpful office staff.,,2015
COLUMBIA MEMORIAL HOSPITAL,5092709410,75.0,Clinicians working together for your care.,,2015
VANGUARD MEDICAL GROUP PA,5092751842,63.0,"Getting timely care, appointments, and information.",,2015
VANGUARD MEDICAL GROUP PA,5092751842,64.0,Between visit communication.,,2015
VANGUARD MEDICAL GROUP PA,5092751842,22.0,Attention to patient medication cost.,,2015
VANGUARD MEDICAL GROUP PA,5092751842,84.0,How well clinicians communicate.,,2015
VANGUARD MEDICAL GROUP PA,5092751842,85.0,Patients' rating of clinicians.,,2015
VANGUARD MEDICAL GROUP PA,5092751842,65.0,Health promotion and education.,,2015
VANGUARD MEDICAL GROUP PA,5092751842,78.0,Courteous and helpful office staff.,,2015
VANGUARD MEDICAL GROUP PA,5092751842,76.0,Clinicians working together for your care.,,2015
HSHS MEDICAL GROUP INC,5092857821,59.0,"Getting timely care, appointments, and information.",,2015
HSHS MEDICAL GROUP INC,5092857821,61.0,Between visit communication.,,2015
HSHS MEDICAL GROUP INC,5092857821,27.0,Attention to patient medication cost.,,2015
HSHS MEDICAL GROUP INC,5092857821,81.0,How well clinicians communicate.,,2015
HSHS MEDICAL GROUP INC,5092857821,78.0,Patients' rating of clinicians.,,2015
HSHS MEDICAL GROUP INC,5092857821,53.0,Health promotion and education.,,2015
HSHS MEDICAL GROUP INC,5092857821,84.0,Courteous and helpful office staff.,,2015
HSHS MEDICAL GROUP INC,5092857821,73.0,Clinicians working together for your care.,,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,65.0,"Getting timely care, appointments, and information.",,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,58.0,Between visit communication.,,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,29.0,Attention to patient medication cost.,,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,81.0,How well clinicians communicate.,,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,78.0,Patients' rating of clinicians.,,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,56.0,Health promotion and education.,,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,81.0,Courteous and helpful office staff.,,2015
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,74.0,Clinicians working together for your care.,,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,55.0,"Getting timely care, appointments, and information.",,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,67.0,Between visit communication.,,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,30.0,Attention to patient medication cost.,,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,83.0,How well clinicians communicate.,,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,84.0,Patients' rating of clinicians.,,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,62.0,Health promotion and education.,,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,85.0,Courteous and helpful office staff.,,2015
TIFT REGIONAL MEDICAL CENTER,5193619971,78.0,Clinicians working together for your care.,,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,60.0,"Getting timely care, appointments, and information.",,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,67.0,Between visit communication.,,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,30.0,Attention to patient medication cost.,,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,85.0,How well clinicians communicate.,,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,83.0,Patients' rating of clinicians.,,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,60.0,Health promotion and education.,,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,80.0,Courteous and helpful office staff.,,2015
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,77.0,Clinicians working together for your care.,,2015
"HATTIESBURG CLINIC, PA",5193706794,62.0,"Getting timely care, appointments, and information.",,2015
"HATTIESBURG CLINIC, PA",5193706794,69.0,Between visit communication.,,2015
"HATTIESBURG CLINIC, PA",5193706794,34.0,Attention to patient medication cost.,,2015
"HATTIESBURG CLINIC, PA",5193706794,87.0,How well clinicians communicate.,,2015
"HATTIESBURG CLINIC, PA",5193706794,86.0,Patients' rating of clinicians.,,2015
"HATTIESBURG CLINIC, PA",5193706794,57.0,Health promotion and education.,,2015
"HATTIESBURG CLINIC, PA",5193706794,88.0,Courteous and helpful office staff.,,2015
"HATTIESBURG CLINIC, PA",5193706794,80.0,Clinicians working together for your care.,,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,61.0,"Getting timely care, appointments, and information.",,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,59.0,Between visit communication.,,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,31.0,Attention to patient medication cost.,,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,86.0,How well clinicians communicate.,,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,86.0,Patients' rating of clinicians.,,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,62.0,Health promotion and education.,,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,87.0,Courteous and helpful office staff.,,2015
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,78.0,Clinicians working together for your care.,,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,58.0,"Getting timely care, appointments, and information.",,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,58.0,Between visit communication.,,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,26.0,Attention to patient medication cost.,,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,78.0,How well clinicians communicate.,,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,77.0,Patients' rating of clinicians.,,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,58.0,Health promotion and education.,,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,83.0,Courteous and helpful office staff.,,2015
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,75.0,Clinicians working together for your care.,,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,68.0,"Getting timely care, appointments, and information.",,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,58.0,Between visit communication.,,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,43.0,Attention to patient medication cost.,,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,89.0,How well clinicians communicate.,,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,87.0,Patients' rating of clinicians.,,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,63.0,Health promotion and education.,,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,87.0,Courteous and helpful office staff.,,2015
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,81.0,Clinicians working together for your care.,,2015
HEALTH ACCESS NETWORK,5294647905,65.0,"Getting timely care, appointments, and information.",,2015
HEALTH ACCESS NETWORK,5294647905,61.0,Between visit communication.,,2015
HEALTH ACCESS NETWORK,5294647905,32.0,Attention to patient medication cost.,,2015
HEALTH ACCESS NETWORK,5294647905,91.0,How well clinicians communicate.,,2015
HEALTH ACCESS NETWORK,5294647905,91.0,Patients' rating of clinicians.,,2015
HEALTH ACCESS NETWORK,5294647905,65.0,Health promotion and education.,,2015
HEALTH ACCESS NETWORK,5294647905,82.0,Courteous and helpful office staff.,,2015
HEALTH ACCESS NETWORK,5294647905,78.0,Clinicians working together for your care.,,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,61.0,"Getting timely care, appointments, and information.",,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,67.0,Between visit communication.,,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,36.0,Attention to patient medication cost.,,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,86.0,How well clinicians communicate.,,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,87.0,Patients' rating of clinicians.,,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,61.0,Health promotion and education.,,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,84.0,Courteous and helpful office staff.,,2015
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,77.0,Clinicians working together for your care.,,2015
SUMMIT MEDICAL GROUP PA,5395642276,60.0,"Getting timely care, appointments, and information.",,2015
SUMMIT MEDICAL GROUP PA,5395642276,63.0,Between visit communication.,,2015
SUMMIT MEDICAL GROUP PA,5395642276,16.0,Attention to patient medication cost.,,2015
SUMMIT MEDICAL GROUP PA,5395642276,84.0,How well clinicians communicate.,,2015
SUMMIT MEDICAL GROUP PA,5395642276,81.0,Patients' rating of clinicians.,,2015
SUMMIT MEDICAL GROUP PA,5395642276,57.0,Health promotion and education.,,2015
SUMMIT MEDICAL GROUP PA,5395642276,74.0,Courteous and helpful office staff.,,2015
SUMMIT MEDICAL GROUP PA,5395642276,75.0,Clinicians working together for your care.,,2015
GEISINGER CLINIC,5395657001,51.0,"Getting timely care, appointments, and information.",,2015
GEISINGER CLINIC,5395657001,57.0,Between visit communication.,,2015
GEISINGER CLINIC,5395657001,21.0,Attention to patient medication cost.,,2015
GEISINGER CLINIC,5395657001,84.0,How well clinicians communicate.,,2015
GEISINGER CLINIC,5395657001,81.0,Patients' rating of clinicians.,,2015
GEISINGER CLINIC,5395657001,61.0,Health promotion and education.,,2015
GEISINGER CLINIC,5395657001,80.0,Courteous and helpful office staff.,,2015
GEISINGER CLINIC,5395657001,76.0,Clinicians working together for your care.,,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,68.0,"Getting timely care, appointments, and information.",,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,47.0,Between visit communication.,,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,22.0,Attention to patient medication cost.,,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,84.0,How well clinicians communicate.,,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,81.0,Patients' rating of clinicians.,,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,53.0,Health promotion and education.,,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,83.0,Courteous and helpful office staff.,,2015
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,76.0,Clinicians working together for your care.,,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,69.0,"Getting timely care, appointments, and information.",,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,56.0,Between visit communication.,,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,,Attention to patient medication cost.,,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,81.0,How well clinicians communicate.,,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,83.0,Patients' rating of clinicians.,,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,66.0,Health promotion and education.,,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,83.0,Courteous and helpful office staff.,,2015
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,73.0,Clinicians working together for your care.,,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,69.0,"Getting timely care, appointments, and information.",,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,50.0,Between visit communication.,,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,29.0,Attention to patient medication cost.,,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,85.0,How well clinicians communicate.,,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,83.0,Patients' rating of clinicians.,,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,63.0,Health promotion and education.,,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,85.0,Courteous and helpful office staff.,,2015
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,78.0,Clinicians working together for your care.,,2015
SUMMIT PHYSICIAN SERVICES,5496659484,59.0,"Getting timely care, appointments, and information.",,2015
SUMMIT PHYSICIAN SERVICES,5496659484,49.0,Between visit communication.,,2015
SUMMIT PHYSICIAN SERVICES,5496659484,25.0,Attention to patient medication cost.,,2015
SUMMIT PHYSICIAN SERVICES,5496659484,82.0,How well clinicians communicate.,,2015
SUMMIT PHYSICIAN SERVICES,5496659484,80.0,Patients' rating of clinicians.,,2015
SUMMIT PHYSICIAN SERVICES,5496659484,60.0,Health promotion and education.,,2015
SUMMIT PHYSICIAN SERVICES,5496659484,82.0,Courteous and helpful office staff.,,2015
SUMMIT PHYSICIAN SERVICES,5496659484,77.0,Clinicians working together for your care.,,2015
DREXEL UNIVERSITY,5496664740,64.0,"Getting timely care, appointments, and information.",,2015
DREXEL UNIVERSITY,5496664740,58.0,Between visit communication.,,2015
DREXEL UNIVERSITY,5496664740,30.0,Attention to patient medication cost.,,2015
DREXEL UNIVERSITY,5496664740,89.0,How well clinicians communicate.,,2015
DREXEL UNIVERSITY,5496664740,86.0,Patients' rating of clinicians.,,2015
DREXEL UNIVERSITY,5496664740,70.0,Health promotion and education.,,2015
DREXEL UNIVERSITY,5496664740,80.0,Courteous and helpful office staff.,,2015
DREXEL UNIVERSITY,5496664740,76.0,Clinicians working together for your care.,,2015
UNC PHYSICIANS NETWORK,5496940546,58.0,"Getting timely care, appointments, and information.",,2015
UNC PHYSICIANS NETWORK,5496940546,56.0,Between visit communication.,,2015
UNC PHYSICIANS NETWORK,5496940546,30.0,Attention to patient medication cost.,,2015
UNC PHYSICIANS NETWORK,5496940546,85.0,How well clinicians communicate.,,2015
UNC PHYSICIANS NETWORK,5496940546,80.0,Patients' rating of clinicians.,,2015
UNC PHYSICIANS NETWORK,5496940546,63.0,Health promotion and education.,,2015
UNC PHYSICIANS NETWORK,5496940546,84.0,Courteous and helpful office staff.,,2015
UNC PHYSICIANS NETWORK,5496940546,77.0,Clinicians working together for your care.,,2015
HUTCHINSON CLINIC PA INC,5597658492,64.0,"Getting timely care, appointments, and information.",,2015
HUTCHINSON CLINIC PA INC,5597658492,54.0,Between visit communication.,,2015
HUTCHINSON CLINIC PA INC,5597658492,27.0,Attention to patient medication cost.,,2015
HUTCHINSON CLINIC PA INC,5597658492,78.0,How well clinicians communicate.,,2015
HUTCHINSON CLINIC PA INC,5597658492,,Patients' rating of clinicians.,,2015
HUTCHINSON CLINIC PA INC,5597658492,46.0,Health promotion and education.,,2015
HUTCHINSON CLINIC PA INC,5597658492,82.0,Courteous and helpful office staff.,,2015
HUTCHINSON CLINIC PA INC,5597658492,71.0,Clinicians working together for your care.,,2015
"MANKATO CLINIC, LTD.",5597677955,51.0,"Getting timely care, appointments, and information.",,2015
"MANKATO CLINIC, LTD.",5597677955,71.0,Between visit communication.,,2015
"MANKATO CLINIC, LTD.",5597677955,20.0,Attention to patient medication cost.,,2015
"MANKATO CLINIC, LTD.",5597677955,84.0,How well clinicians communicate.,,2015
"MANKATO CLINIC, LTD.",5597677955,80.0,Patients' rating of clinicians.,,2015
"MANKATO CLINIC, LTD.",5597677955,58.0,Health promotion and education.,,2015
"MANKATO CLINIC, LTD.",5597677955,82.0,Courteous and helpful office staff.,,2015
"MANKATO CLINIC, LTD.",5597677955,75.0,Clinicians working together for your care.,,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,62.0,"Getting timely care, appointments, and information.",,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,,Between visit communication.,,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,22.0,Attention to patient medication cost.,,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,81.0,How well clinicians communicate.,,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,82.0,Patients' rating of clinicians.,,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,63.0,Health promotion and education.,,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,85.0,Courteous and helpful office staff.,,2015
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,75.0,Clinicians working together for your care.,,2015
RELIANT MEDICAL GROUP,5597755322,67.0,"Getting timely care, appointments, and information.",,2015
RELIANT MEDICAL GROUP,5597755322,74.0,Between visit communication.,,2015
RELIANT MEDICAL GROUP,5597755322,18.0,Attention to patient medication cost.,,2015
RELIANT MEDICAL GROUP,5597755322,86.0,How well clinicians communicate.,,2015
RELIANT MEDICAL GROUP,5597755322,86.0,Patients' rating of clinicians.,,2015
RELIANT MEDICAL GROUP,5597755322,64.0,Health promotion and education.,,2015
RELIANT MEDICAL GROUP,5597755322,88.0,Courteous and helpful office staff.,,2015
RELIANT MEDICAL GROUP,5597755322,74.0,Clinicians working together for your care.,,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,59.0,"Getting timely care, appointments, and information.",,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,57.0,Between visit communication.,,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,36.0,Attention to patient medication cost.,,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,80.0,How well clinicians communicate.,,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,80.0,Patients' rating of clinicians.,,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,58.0,Health promotion and education.,,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,79.0,Courteous and helpful office staff.,,2015
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,76.0,Clinicians working together for your care.,,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,76.0,"Getting timely care, appointments, and information.",,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,,Between visit communication.,,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,,Attention to patient medication cost.,,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,,How well clinicians communicate.,,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,86.0,Patients' rating of clinicians.,,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,,Health promotion and education.,,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,,Courteous and helpful office staff.,,2015
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,88.0,Clinicians working together for your care.,,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,54.0,"Getting timely care, appointments, and information.",,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,62.0,Between visit communication.,,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,28.0,Attention to patient medication cost.,,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,,How well clinicians communicate.,,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,,Patients' rating of clinicians.,,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,65.0,Health promotion and education.,,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,78.0,Courteous and helpful office staff.,,2015
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,76.0,Clinicians working together for your care.,,2015
MAYO CLINIC - FLORIDA,5698689297,66.0,"Getting timely care, appointments, and information.",,2015
MAYO CLINIC - FLORIDA,5698689297,73.0,Between visit communication.,,2015
MAYO CLINIC - FLORIDA,5698689297,23.0,Attention to patient medication cost.,,2015
MAYO CLINIC - FLORIDA,5698689297,87.0,How well clinicians communicate.,,2015
MAYO CLINIC - FLORIDA,5698689297,89.0,Patients' rating of clinicians.,,2015
MAYO CLINIC - FLORIDA,5698689297,61.0,Health promotion and education.,,2015
MAYO CLINIC - FLORIDA,5698689297,87.0,Courteous and helpful office staff.,,2015
MAYO CLINIC - FLORIDA,5698689297,78.0,Clinicians working together for your care.,,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,54.0,"Getting timely care, appointments, and information.",,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,55.0,Between visit communication.,,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,30.0,Attention to patient medication cost.,,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,78.0,How well clinicians communicate.,,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,78.0,Patients' rating of clinicians.,,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,54.0,Health promotion and education.,,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,81.0,Courteous and helpful office staff.,,2015
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,72.0,Clinicians working together for your care.,,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,,"Getting timely care, appointments, and information.",,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,58.0,Between visit communication.,,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,16.0,Attention to patient medication cost.,,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,,How well clinicians communicate.,,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,,Patients' rating of clinicians.,,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,52.0,Health promotion and education.,,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,,Courteous and helpful office staff.,,2015
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,,Clinicians working together for your care.,,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,69.0,"Getting timely care, appointments, and information.",,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,64.0,Between visit communication.,,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,24.0,Attention to patient medication cost.,,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,85.0,How well clinicians communicate.,,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,82.0,Patients' rating of clinicians.,,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,57.0,Health promotion and education.,,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,87.0,Courteous and helpful office staff.,,2015
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,80.0,Clinicians working together for your care.,,2015
SWEDISHAMERICAN HOSPITAL,5799698346,47.0,"Getting timely care, appointments, and information.",,2015
SWEDISHAMERICAN HOSPITAL,5799698346,53.0,Between visit communication.,,2015
SWEDISHAMERICAN HOSPITAL,5799698346,28.0,Attention to patient medication cost.,,2015
SWEDISHAMERICAN HOSPITAL,5799698346,79.0,How well clinicians communicate.,,2015
SWEDISHAMERICAN HOSPITAL,5799698346,79.0,Patients' rating of clinicians.,,2015
